GeneID,SRR8750495,SRR8750496,SRR8750497,SRR8750498
A1BG,4.062622,5.947993,5.280254,6.068581
A1BG-AS1,3.766635,7.656023,1.921753,1.516391
A1CF,0.056594,0.12026,0.0,0.052147
A2M,74.954605,64.779602,172.242828,33.122707
A2M-AS1,2.123846,2.354994,2.277267,1.385429
A2ML1,2.369052,2.779358,4.600798,1.054109
A2ML1-AS1,1.294392,1.360446,2.218571,1.489479
A2MP1,0.118475,0.653559,0.220331,0.163234
A3GALT2,0.0,0.0,0.0,0.0
A4GALT,5.465104,6.289925,21.127096,7.464634
A4GNT,0.0,0.0,0.0,0.0
AA06,0.376901,0.0,0.0,0.0
AAAS,41.277473,33.596058,43.218975,27.91567
AACS,68.007881,62.821213,20.049797,59.794498
AACSP1,0.794037,0.21895,0.071027,0.473786
AADAC,0.0,0.14758,0.46431,0.0
AADACL2,0.0,0.102159,0.055468,0.0
AADACL2-AS1,0.0,0.537689,0.390695,0.0
AADACL3,0.0,0.0,0.0,0.0
AADACL4,0.120317,0.300771,0.0,0.0
AADACP1,0.167134,0.174295,0.435582,0.0
AADAT,11.693964,7.568338,5.881528,11.461627
AAGAB,45.644203,37.637104,20.10903,41.826275
AAK1,35.347267,27.915506,20.772623,30.144232
AAMDC,18.804588,12.787045,28.962521,21.368286
AAMP,156.897552,149.382019,113.239235,151.562653
AANAT,1.01185,0.239109,3.682886,0.956577
AAR2,18.630518,14.05573,20.770964,17.712727
AARD,1.097542,2.22266,0.830641,1.512988
AARS1,271.597717,197.034607,135.9711,252.653
AARS2,19.75547,15.034042,10.710527,12.917559
AARSD1,75.579185,54.450188,30.159412,42.464329
AASDH,10.371043,8.048788,17.296064,8.783239
AASDHPPT,99.588882,79.12014,46.862911,98.930199
AASS,10.192386,7.466687,13.805914,9.355317
AATBC,0.73271,0.143014,0.67154,0.287781
AATF,36.083832,29.384071,47.7756,29.129185
AATK,88.545105,87.418449,51.865009,96.132935
ABAT,178.362869,124.839645,172.015991,167.099762
ABCA1,4.549776,2.834598,14.657615,3.88715
ABCA10,1.769518,0.933976,1.329504,1.621424
ABCA11P,10.194738,6.580892,1.395225,8.829963
ABCA12,0.113218,0.214082,0.054921,0.0
ABCA13,0.036474,0.166317,0.132163,0.041241
ABCA15P,0.0,0.0,0.0,0.0
ABCA17P,2.336591,1.540705,2.483995,2.054008
ABCA2,150.133682,106.861092,93.461113,139.523087
ABCA3,93.189232,71.256645,46.650913,74.777725
ABCA4,0.572421,0.570097,1.116016,0.227098
ABCA5,14.644152,8.744058,5.701989,9.830955
ABCA6,0.809809,1.029687,0.951091,0.534722
ABCA7,10.512857,7.994085,10.721837,7.557795
ABCA8,10.333832,3.803477,10.698828,5.129908
ABCA9,6.971436,2.687973,5.337565,3.226162
ABCA9-AS1,0.175384,0.0,0.245425,0.283951
ABCB1,9.538353,7.190138,14.329157,5.034633
ABCB10,10.018181,5.72666,8.137504,8.235198
ABCB11,0.132943,0.128922,0.130863,0.024769
ABCB4,0.539501,0.401514,1.416218,0.426349
ABCB5,0.0,0.0,0.0,0.0
ABCB6,35.723614,31.428078,31.884062,29.567427
ABCB7,6.297822,6.731966,10.984207,5.567662
ABCB8,27.49917,21.73554,14.56447,25.1255
ABCB9,26.791649,31.923159,13.487108,28.279263
ABCC1,7.868183,5.065671,4.031067,4.23536
ABCC10,16.493698,10.523166,12.060915,9.114688
ABCC11,0.648851,0.410452,0.469442,0.255701
ABCC12,3.976311,5.703181,0.599648,4.30612
ABCC13,0.147423,0.112192,0.0,0.0
ABCC2,0.093296,0.515622,0.288033,0.14168
ABCC3,0.902869,0.819287,0.829665,0.250708
ABCC4,3.230224,1.900261,6.853476,1.463421
ABCC5,66.845589,38.548496,38.723553,47.667332
ABCC5-AS1,0.0,0.0,0.0,0.0
ABCC6,2.403504,1.222515,1.947935,0.983872
ABCC6P1,1.055635,1.676598,0.640503,0.729116
ABCC6P2,1.266749,1.282525,1.840663,0.554929
ABCC8,26.722441,21.43239,9.535794,23.944265
ABCC9,4.673116,2.366518,5.898911,1.697692
ABCD1,2.953956,3.513107,10.17363,4.231417
ABCD2,7.593203,4.634007,4.372183,7.334026
ABCD3,25.2694,19.037575,36.105362,24.332489
ABCD4,21.596582,16.488888,28.182487,14.150887
ABCE1,27.552843,22.692234,17.411285,25.279848
ABCF1,56.906757,54.005974,62.07431,53.782993
ABCF2,42.985714,33.461914,26.409676,36.663326
ABCF2-H2BK1,0.0,0.807812,1.605579,0.051185
ABCF3,80.570976,71.60553,33.141705,64.530327
ABCG1,12.258001,8.466342,10.979484,10.695571
ABCG2,13.119223,6.798985,17.771595,6.158353
ABCG4,21.248177,19.229198,6.577601,15.193537
ABCG5,2.101247,1.42382,0.965584,1.10165
ABCG8,0.866288,0.617051,0.307939,0.95406
ABHD1,2.346617,1.539701,5.466881,1.767948
ABHD10,45.228859,37.444492,24.641043,34.98806
ABHD11,20.941553,27.867201,17.245298,24.232891
ABHD12,177.048157,229.01384,118.998962,222.93689
ABHD12B,8.864343,11.094151,1.843441,8.631874
ABHD13,8.835865,8.228995,7.820252,7.967463
ABHD14A,133.798325,186.711288,73.17424,161.420807
ABHD14A-ACY1,0.0,0.0,0.0,0.0
ABHD14B,14.926451,21.197737,36.625275,15.125334
ABHD15,4.71071,3.934494,11.455857,4.307524
ABHD16A,76.524117,75.150146,52.266979,72.007118
ABHD16B,0.0,0.0,0.0,0.0
ABHD16B-AS1,2.793182,1.968397,5.241437,5.069798
ABHD17A,65.490067,338.375671,180.552155,195.238922
ABHD17B,21.63262,14.656884,17.700918,22.620533
ABHD17C,21.849277,17.575689,28.047537,21.184866
ABHD18,7.062117,4.802269,6.401289,5.017244
ABHD2,48.540287,33.030846,42.406132,43.597092
ABHD3,10.75424,13.12598,27.010916,7.836153
ABHD4,14.346931,11.363063,46.177528,15.159663
ABHD5,7.671758,7.123912,16.147224,7.443031
ABHD6,43.075813,32.10305,38.609146,38.504673
ABHD8,150.451141,300.051941,231.508377,272.526855
ABI1,64.037125,53.796833,61.541466,68.448288
ABI2,114.718781,84.466621,70.012115,109.40435
ABI3,4.999214,3.128333,13.17932,5.063343
ABI3BP,2.939228,3.640692,8.019085,1.679061
ABITRAM,30.80661,20.401958,22.784538,20.414696
ABL1,26.153036,21.792103,54.507961,20.997381
ABL2,8.919946,9.744201,8.139094,7.290082
ABLIM1,67.865013,43.590137,90.078026,65.570038
ABLIM2,97.208237,88.277626,31.948256,75.452461
ABLIM3,26.414211,18.316114,20.775419,24.564255
ABO,0.401168,0.070752,1.530093,0.83902
ABR,337.698547,297.89563,247.180481,339.979889
ABR-AS1,3.464567,1.335497,0.288008,2.742498
ABRA,0.0,0.501047,0.0,0.542018
ABRACL,44.673119,41.897339,18.555929,12.898178
ABRAXAS1,3.290672,2.54404,4.367997,1.874067
ABRAXAS2,20.780212,16.561167,14.20762,18.861694
ABT1,14.609558,14.965788,13.427427,15.779945
ABTB1,128.607422,164.488708,90.236336,124.739868
ABTB2,4.722591,4.651345,10.613834,7.168375
ABTB3,14.023087,7.629914,2.224443,12.370727
ACAA1,91.854927,93.771378,99.342506,105.235405
ACAA2,24.510992,26.453081,59.64743,35.930397
ACACA,31.651587,21.763844,14.923017,24.802956
ACACB,10.000752,7.674267,19.227333,10.849115
ACAD10,12.023174,8.370864,8.433363,9.081284
ACAD11,7.023509,10.114323,26.131927,9.923306
ACAD8,50.750389,35.993305,27.301846,45.232964
ACAD9,43.258896,33.040112,18.786587,38.058567
ACAD9-DT,1.272444,0.0,0.898449,0.506182
ACADL,3.530342,1.711746,5.483149,3.131568
ACADM,57.451134,41.705185,48.162838,48.962669
ACADS,16.313032,26.218298,26.744263,26.554102
ACADSB,22.574198,15.487744,6.907587,18.224449
ACADVL,191.885559,177.742706,343.332489,135.540741
ACAN,0.734294,0.843098,1.129836,0.669945
ACAP1,2.072497,3.307151,4.34383,2.07878
ACAP2,17.29847,11.078068,12.781391,11.326962
ACAP3,132.094299,150.110855,114.463684,183.749435
ACAT1,78.18914,75.392487,69.069618,70.375481
ACAT2,70.334,46.675259,18.891682,41.305664
ACBD3,23.942938,26.738188,30.221466,23.305399
ACBD3-AS1,0.0,0.0,0.211991,0.0
ACBD4,36.002563,30.790407,27.095215,22.633257
ACBD5,40.582172,29.824577,46.359997,34.832058
ACBD6,34.06469,19.559643,15.745731,18.897327
ACBD7,73.961746,71.589348,121.995583,85.352654
ACBD7-DCLRE1CP1,0.55632,0.385673,1.121553,0.494173
ACCS,8.609654,5.889654,6.251623,4.179092
ACCSL,0.22135,0.246123,0.216854,0.086857
ACD,42.173233,39.370861,38.841633,44.215508
ACE,5.895449,5.028449,2.94793,2.900127
ACE2,0.361206,0.226363,0.710037,0.143988
ACE2-DT,0.0,0.0,0.0,0.0
ACER1,0.565035,0.712513,0.0,0.0
ACER2,3.63624,0.736546,2.543627,1.288795
ACER3,16.472641,15.298457,19.995693,14.408852
ACER3-AS1,0.0,0.0,0.0,0.0
ACHE,53.506927,59.372139,28.872198,53.38364
ACIN1,71.113007,69.117706,109.707085,67.96962
ACKR1,17.485365,54.863091,52.062027,39.898228
ACKR2,1.103132,0.688802,1.42744,0.732449
ACKR3,11.243432,14.652033,32.989586,14.996467
ACKR4,0.981319,0.220727,0.837932,0.136231
ACKR5,0.0,0.04699,0.0,0.272351
ACLY,74.844727,44.798244,33.39967,52.702328
ACMSD,0.53662,0.090027,0.185553,0.073197
ACO1,10.487477,7.83357,17.774248,11.565291
ACO2,359.535461,325.285919,206.536148,331.834747
ACOD1,0.0,0.0,0.0,0.0
ACOT1,22.698294,12.618939,14.25227,12.724781
ACOT11,9.115766,8.366112,10.162544,8.59406
ACOT12,0.665556,0.675548,1.136278,0.636009
ACOT13,21.997499,17.548353,24.6024,18.639683
ACOT2,32.444809,40.989506,25.606155,37.254074
ACOT4,5.876751,10.640743,4.312185,16.259701
ACOT4P1,1.718493,1.010171,0.200272,0.887294
ACOT6,3.338915,1.641073,1.917026,2.482811
ACOT7,285.233704,350.77417,66.342606,315.042267
ACOT8,101.463783,101.976875,70.956245,107.749298
ACOT9,15.53463,15.034221,14.452997,14.974348
ACOX1,22.097979,15.055927,22.839933,19.944864
ACOX2,4.110441,3.920375,10.882236,3.740132
ACOX3,11.064947,8.726931,6.978069,7.853034
ACOXL,1.640464,2.867678,1.573565,1.558076
ACOXL-AS1,0.0,0.0,0.0,0.289215
ACP1,131.621399,102.701324,67.173279,135.690826
ACP2,55.788387,44.32188,22.879982,53.543545
ACP3,0.363029,0.28299,0.95576,0.282461
ACP4,0.437774,0.454014,0.0,0.0
ACP5,0.92916,4.022079,12.810355,0.646356
ACP6,4.051254,3.244282,6.26651,2.995459
ACP7,1.045814,0.577571,0.264563,0.53008
ACR,0.918028,1.010939,0.181428,1.062588
ACRBP,0.068968,0.772891,1.206924,0.274342
ACRV1,0.72488,1.669272,0.702708,1.363611
ACSBG1,30.232567,32.522434,39.853935,37.874081
ACSBG2,0.222751,0.0,0.369481,0.131703
ACSF2,9.181602,10.137611,30.501369,8.670832
ACSF3,13.675977,9.728122,10.177651,14.711618
ACSL1,25.172195,17.276552,30.85799,20.292418
ACSL3,101.860146,74.515129,54.416859,94.632339
ACSL3-AS1,0.0,0.381917,0.0,0.477453
ACSL4,50.292065,29.140429,21.062794,40.591328
ACSL5,5.161008,6.323273,11.181046,4.84543
ACSL6,68.601685,45.255714,35.509583,43.081291
ACSL6-AS1,1.652533,1.420824,3.181726,2.981521
ACSM1,0.525109,0.920168,0.934041,0.0
ACSM2A,0.386706,0.551055,0.117036,0.0
ACSM2B,0.0,0.427515,0.0,0.0
ACSM3,0.358637,0.32892,0.104334,0.366291
ACSM4,0.0,0.0,0.0,0.0
ACSM5,4.109289,1.324018,5.445662,2.665903
ACSM6,0.253079,0.299361,0.0,0.0
ACSS1,61.160225,45.65807,112.725731,31.420334
ACSS2,28.167055,22.40206,22.787848,21.664473
ACSS3,10.674883,12.927228,27.981787,9.094283
ACSS3-AS1,0.211271,0.14573,0.223677,0.0
ACTA1,3.032568,1.906769,2.00063,2.610773
ACTA2,67.708275,214.425385,278.26767,20.595747
ACTA2-AS1,2.008282,0.738259,2.2859,0.766564
ACTB,3009.589844,3290.341553,2374.691406,3281.554688
ACTBL2,0.0,0.0,0.0,0.0
ACTC1,5.988877,7.505549,12.036807,3.253125
ACTE1P,0.199109,0.034692,0.0,0.0
ACTG1,1782.05249,1748.750854,1075.699463,1709.645264
ACTG1P17,0.993928,0.938816,0.536791,0.641252
ACTG1P20,1.043196,0.312269,0.79805,0.394311
ACTG1P25,0.973404,0.992508,1.571402,0.558202
ACTG1P4,3.605876,2.254943,1.70105,2.277263
ACTG2,3.556291,9.865301,35.699905,2.595995
ACTL10,0.448051,0.440064,1.15855,0.219663
ACTL6A,6.369811,5.736771,23.713581,5.487784
ACTL6B,108.981529,121.68911,26.416504,115.606155
ACTL7A,0.0,0.0,0.0,0.0
ACTL7B,0.22753,0.0,0.19367,0.0
ACTL8,0.119126,1.150804,0.203617,0.216567
ACTL9,0.0,0.038272,0.0,0.0
ACTMAP,4.375786,4.195861,10.0295,3.15313
ACTN1,116.931267,106.811562,116.131287,111.143173
ACTN1-DT,0.0,0.0,0.0,0.0
ACTN2,40.290882,36.172382,9.512355,46.688381
ACTN3,0.128166,0.266835,0.0,0.15323
ACTN4,135.35408,151.848816,174.49762,130.956879
ACTR10,89.328667,80.924515,44.636158,100.59623
ACTR1A,216.282562,215.437469,110.181358,195.653214
ACTR1B,176.348938,174.070969,58.380062,161.144104
ACTR2,199.631836,148.394791,111.103043,183.70546
ACTR3,44.140476,33.585388,31.449455,36.217228
ACTR3-AS1,0.863934,2.745121,2.752862,2.364924
ACTR3B,81.756783,70.578522,21.453415,89.789207
ACTR3BP2,0.0,0.047611,0.0,0.0
ACTR3BP5,0.0,0.01623,0.0,0.0
ACTR3C,8.592497,13.501038,7.530985,9.770864
ACTR5,9.282626,8.185427,4.304783,8.822432
ACTR6,48.796719,46.445599,32.433601,44.78989
ACTR8,18.1451,11.927154,15.385539,14.582342
ACTRT1,0.0,0.165307,0.0,0.125558
ACTRT2,0.0,0.0,0.0,0.0
ACTRT3,1.612162,1.487394,1.440182,2.281442
ACVR1,10.241722,9.072385,16.959484,6.869418
ACVR1B,49.806595,40.805397,22.582781,48.531582
ACVR1C,5.873239,4.490224,2.922652,3.616432
ACVR2A,11.820879,7.088102,6.264267,11.105573
ACVR2B,2.03608,0.864034,0.735971,3.045434
ACVR2B-AS1,1.019365,1.044201,0.529088,0.769926
ACVRL1,5.648985,3.780888,13.409391,3.709758
ACY1,14.608448,14.531178,21.511551,11.650624
ACY3,12.037857,1.883445,1.819366,7.862229
ACYP1,63.834789,70.873634,42.192261,57.748379
ACYP2,90.26152,106.994003,84.243248,110.592987
ADA,5.117356,4.029501,9.256122,0.365904
ADA2,5.566564,5.995048,13.577735,7.695889
ADAD1,0.061738,0.697635,0.0,0.0
ADAD2,1.340648,1.184203,0.383299,2.408831
ADAD2-AS1,0.349416,0.201692,0.0,0.133468
ADAM10,13.187263,8.840588,13.605936,10.852889
ADAM11,91.363327,68.892265,21.900906,74.013336
ADAM12,1.328954,0.977891,1.917897,0.537765
ADAM15,34.58474,35.736954,38.727016,30.622938
ADAM15-EFNA4,3.5771,0.300268,3.764029,0.921081
ADAM17,10.434184,6.823131,10.712209,8.530054
ADAM18,0.0,0.0792,0.0,0.0
ADAM19,4.854193,3.232232,1.941992,4.183001
ADAM2,0.0,0.0,0.0,0.0
ADAM20,0.868745,0.731535,1.131171,0.572567
ADAM20P1,1.749702,0.825961,1.44163,0.999166
ADAM21,1.192055,0.702573,0.706373,0.562233
ADAM21P1,0.111203,0.294279,0.187396,0.126949
ADAM22,42.608047,28.118977,10.028557,34.640987
ADAM23,53.625706,44.463173,11.87555,52.212978
ADAM28,3.561131,1.285064,9.284037,3.061887
ADAM29,0.0,0.238598,0.0,0.447183
ADAM30,0.107426,0.0,0.0,0.0
ADAM32,1.980607,2.46867,0.80413,0.251264
ADAM33,13.252338,10.84429,61.807625,7.388815
ADAM3A,0.052868,0.097623,0.0,0.0
ADAM3B,0.517625,0.044768,0.0,0.0
ADAM5,0.0,0.0,0.0,0.0
ADAM6,0.0,0.0,0.0,0.0
ADAM7,0.074553,0.078425,0.021256,0.0
ADAM7-AS1,0.0,0.0,0.0,0.206027
ADAM7-AS2,0.0,0.0,0.0,0.0
ADAM8,1.347574,1.856566,3.521088,1.84341
ADAM9,27.635988,20.854973,33.697456,22.944277
ADAMDEC1,0.0,0.0,0.415852,0.079993
ADAMTS1,8.349526,28.858822,48.951771,7.085931
ADAMTS10,20.977583,25.859192,41.29369,23.862814
ADAMTS12,0.270026,0.342331,0.744627,0.140115
ADAMTS13,9.92543,7.370951,8.330843,9.818714
ADAMTS14,1.124297,0.236327,0.3551,0.615086
ADAMTS15,0.503005,1.084167,1.612299,0.467841
ADAMTS16,1.095147,1.039119,0.161474,0.755354
ADAMTS16-AS1,0.0,0.762678,0.0,0.0
ADAMTS16-DT,1.948195,2.012767,0.835888,1.683549
ADAMTS17,1.346481,1.523656,1.424812,1.852772
ADAMTS18,0.345202,0.607786,0.223695,0.36876
ADAMTS19,1.636439,1.543932,0.81662,1.176183
ADAMTS19-AS1,0.795612,0.309808,0.721944,0.658754
ADAMTS2,2.928603,4.825358,4.005012,4.248158
ADAMTS20,0.121769,0.026918,0.071165,0.060279
ADAMTS3,3.219643,2.10136,0.87074,2.552632
ADAMTS4,2.434404,1.578518,3.805123,2.696079
ADAMTS5,0.59563,0.857389,0.955706,0.396697
ADAMTS6,0.423436,0.259816,1.0792,0.437315
ADAMTS7,0.258528,0.368733,1.501463,0.328457
ADAMTS7P1,2.153809,1.71842,0.803166,1.594722
ADAMTS8,19.999962,16.258463,8.485493,22.870325
ADAMTS9,1.696452,2.771342,6.444238,1.958929
ADAMTS9-AS1,0.936013,1.127592,0.987904,0.829033
ADAMTS9-AS2,1.73074,1.070813,2.034076,1.59906
ADAMTSL1,1.089493,0.544286,0.186983,0.453997
ADAMTSL2,31.82065,27.27272,21.502157,35.136787
ADAMTSL3,3.560429,1.309992,5.665048,1.483459
ADAMTSL4,2.420823,1.310509,4.852178,3.347639
ADAMTSL4-AS1,0.333096,0.40347,1.513347,0.216614
ADAMTSL4-AS2,0.375396,0.512158,0.486039,1.486068
ADAMTSL5,0.70799,2.105386,5.683748,1.552839
ADAP1,179.795792,265.577637,184.023743,256.896301
ADAP2,6.349865,5.20271,20.39513,4.274925
ADAR,119.253693,78.2202,70.05481,95.136101
ADARB1,44.897095,30.976734,20.488401,41.003929
ADARB2,13.915411,12.06247,12.84509,14.503298
ADARB2-AS1,2.032736,1.381431,7.491751,4.647601
ADAT1,13.034784,9.376141,10.536573,9.367784
ADAT2,1.751602,1.603314,0.829575,1.438612
ADAT3,1.553206,4.735824,7.492119,3.232248
ADCK1,11.179258,11.237167,3.38283,10.680815
ADCK2,40.753326,47.841343,26.5019,46.669407
ADCK5,16.872532,20.316517,17.867952,17.228054
ADCY1,76.07296,59.665737,33.234821,76.669777
ADCY10,0.239276,0.181615,0.388401,0.320326
ADCY10P1,2.053255,1.131869,3.486773,0.96373
ADCY2,83.220993,61.069302,104.79464,73.078407
ADCY3,45.902397,36.646687,33.723549,36.325787
ADCY4,1.705616,2.627467,4.999331,1.358237
ADCY5,44.443119,40.179359,37.815689,46.048668
ADCY6,27.357584,17.090446,16.293936,18.904993
ADCY6-DT,0.0,1.001342,0.0,0.856802
ADCY7,5.48757,2.903676,7.752561,4.480583
ADCY8,12.806143,8.889414,11.610789,12.991575
ADCY9,13.868786,12.450537,14.758224,9.78176
ADCYAP1,24.187368,24.460566,4.240342,27.006466
ADCYAP1R1,75.434616,46.700401,102.090126,49.584442
ADD1,288.120697,235.228104,239.896957,259.564453
ADD2,80.895477,50.992901,15.923076,67.289879
ADD3,114.224884,77.163193,237.365952,105.416649
ADD3-AS1,3.756952,1.176992,2.939303,4.44142
ADGB,0.0,0.101239,0.329987,0.036177
ADGB-DT,0.0,0.0,0.0,0.0
ADGRA1,45.020077,42.175323,17.707514,42.331661
ADGRA1-AS1,4.562768,6.973779,3.411688,5.683657
ADGRA2,10.00934,8.314095,17.151325,8.160995
ADGRA3,25.465836,18.794741,59.170738,13.284248
ADGRB1,82.403801,110.166023,84.066589,119.233727
ADGRB2,197.941223,214.621674,119.747643,231.673492
ADGRB3,40.390102,24.150301,15.91878,37.053574
ADGRB3-DT,55.602787,43.388245,31.053438,28.917706
ADGRD1,1.529351,0.99067,1.701868,0.834491
ADGRD1-AS1,0.0,0.0,0.0,0.0
ADGRD2,0.122163,0.0,0.0,0.0
ADGRE1,0.248441,0.313274,1.716365,0.0
ADGRE2,0.561453,0.607896,1.561426,0.437705
ADGRE3,0.0,0.408878,0.256911,0.0
ADGRE4P,0.468203,0.598778,1.172473,0.702787
ADGRE5,5.647945,8.17736,7.018205,3.821269
ADGRF1,0.0,0.0,0.013885,0.0
ADGRF2P,0.142232,0.087277,0.0,0.0
ADGRF3,0.561258,0.58231,0.641268,0.556568
ADGRF4,0.0,0.0,0.0,0.0
ADGRF5,14.339627,10.643238,18.084763,11.154455
ADGRF5-AS1,0.0,0.228391,0.0,0.0
ADGRG1,99.616623,74.72728,174.777328,77.668388
ADGRG2,0.316938,0.371832,1.005849,0.543666
ADGRG3,0.186832,0.225668,0.26072,0.514089
ADGRG4,0.0,0.057098,0.0,0.074955
ADGRG5,0.738707,0.237231,0.992598,0.343834
ADGRG6,1.415015,1.672847,6.093019,0.802857
ADGRG7,0.0,0.0,0.0,0.0
ADGRL1,118.278481,137.734421,117.151993,131.890671
ADGRL1-AS1,2.221383,1.279143,4.365707,2.091563
ADGRL2,20.168982,15.122423,10.631529,17.341106
ADGRL3,20.059233,13.269746,14.226409,17.139433
ADGRL3-AS1,0.25849,0.070755,0.446827,0.0
ADGRL4,3.057818,3.625303,10.26294,2.79896
ADGRV1,21.483789,7.948079,22.871202,8.440337
ADH1A,0.04702,0.01272,0.261798,0.0
ADH1B,3.417114,3.384883,19.504288,0.660974
ADH1C,0.0,0.749752,1.285069,0.359018
ADH4,0.209166,0.0,0.092138,0.0
ADH5,75.240486,58.855461,92.831451,65.84095
ADH6,0.03497,0.0,0.105677,0.08939
ADH7,0.0,0.0,0.0,0.0
ADHFE1,23.916798,19.733881,18.268419,22.712423
ADI1,38.260681,45.219513,99.328262,57.735672
ADIG,0.0,0.0,0.0,0.0
ADIPINT,0.335188,0.0483,0.241875,0.11415
ADIPOQ,0.110492,0.25888,0.0,0.05122
ADIPOQ-AS1,0.0,0.0,0.0,0.0
ADIPOR1,77.999435,76.520592,90.882156,89.109451
ADIPOR2,40.182541,26.965384,55.601772,42.43552
ADIRF,146.833481,159.277557,407.538452,109.725006
ADIRF-AS1,2.75161,1.597321,3.650369,2.19548
ADISSP,85.459152,87.456566,85.565849,78.647713
ADK,24.419739,21.84992,23.115601,24.026056
ADK-AS1,0.0,0.0,0.077197,0.0
ADM,9.068695,8.173575,65.694725,25.524033
ADM2,0.13483,0.071917,0.27821,0.295112
ADM5,5.297467,9.596621,9.405252,8.766467
ADNP,30.571663,20.722038,27.521976,25.183044
ADNP-AS1,2.466354,4.051124,2.328279,4.550681
ADNP2,13.04259,7.486935,7.66426,8.703771
ADO,28.980898,32.112633,21.623308,28.720154
ADORA1,86.658157,75.86483,45.27042,73.113419
ADORA2A,5.352647,0.0,9.906531,4.047243
ADORA2A-AS1,0.471446,0.274148,0.474151,0.2074
ADORA2B,10.24198,9.998378,40.236336,14.689096
ADORA3,2.524626,3.740055,13.5006,6.966825
ADPGK,25.54763,17.135695,18.33526,18.75222
ADPGK-AS1,1.447934,0.615363,0.230194,1.339524
ADPRH,1.204346,1.715749,4.209384,0.790062
ADPRHL1,18.024874,24.168985,5.563754,21.761229
ADPRM,5.874802,4.452382,8.27418,5.196659
ADPRS,43.311298,41.623817,40.28566,45.257381
ADRA1A,9.675538,6.498444,14.529313,5.515215
ADRA1B,22.590122,28.662674,8.134926,26.420353
ADRA1D,2.247076,3.131985,1.793249,4.597757
ADRA2A,8.529379,7.219798,3.649276,14.946181
ADRA2B,0.362316,0.631153,0.732529,1.003494
ADRA2C,10.259457,14.85952,19.66925,14.662864
ADRB1,15.832065,15.203358,15.275791,21.027369
ADRB2,4.090137,0.931506,8.312639,0.659858
ADRB3,0.527266,0.201121,0.0,0.377694
ADRM1,157.645126,184.665787,126.101074,157.713211
ADSL,20.269875,13.744524,13.777891,20.359461
ADSS1,8.245461,7.063744,16.747963,15.903196
ADSS2,47.434669,40.103134,21.655172,40.399639
ADTRP,4.529862,3.533206,0.443,5.577307
AEBP1,50.089214,45.498337,189.449768,13.123514
AEBP2,10.643182,9.329089,13.874298,9.827943
AEN,4.468062,4.570624,7.293159,3.144907
AFAP1,15.933659,9.007722,12.946642,13.668702
AFAP1-AS1,0.324433,0.59897,0.317085,0.277145
AFAP1L1,3.345493,1.838894,5.713286,4.211863
AFAP1L2,26.816668,21.359409,28.409937,23.903925
AFDN,33.564449,24.86381,36.998734,29.258057
AFDN-DT,1.19459,0.778258,0.526594,1.834984
AFF1,9.230061,5.681388,14.463532,6.808251
AFF1-AS1,3.874753,4.162502,8.003649,5.856105
AFF2,4.162518,2.870073,0.973375,3.713647
AFF3,4.709621,4.178825,3.970294,14.712751
AFF4,27.052107,16.702433,23.715136,23.539501
AFF4-DT,0.823582,0.0,0.0,0.0
AFG1L,3.370585,2.920487,2.867805,3.024462
AFG2A,1.994185,1.512008,2.701361,0.778468
AFG2B,4.657695,6.21808,7.378039,8.883327
AFG3L1P,11.43897,9.441657,11.33034,7.243523
AFG3L2,63.087994,54.534882,27.142956,68.879433
AFM,0.196304,0.272687,0.0,0.0
AFMID,37.465958,44.921673,28.949429,40.571129
AFP,0.285314,0.294771,0.0,0.341767
AFTPH,41.47876,39.700947,45.72876,35.850174
AFTPH-DT,1.653028,1.650629,2.17078,1.477464
AGA,13.697679,8.585154,7.95307,7.570467
AGA-DT,0.692186,1.416272,1.636279,0.24598
AGAP1,46.759331,35.380966,42.239326,49.034672
AGAP1-IT1,0.0,0.40232,7.520019,0.189851
AGAP10P,1.750471,1.245934,1.359465,2.671849
AGAP11,3.868193,4.725266,8.422466,1.840581
AGAP12P,4.876832,6.221371,3.840748,4.74731
AGAP13P,1.928858,3.309366,2.447489,1.645631
AGAP14P,1.028281,0.738438,1.853644,1.293066
AGAP2,188.670822,242.828888,108.519623,328.040314
AGAP2-AS1,3.49613,5.123099,8.631021,3.500355
AGAP3,362.051758,573.983093,393.311432,577.438232
AGAP4,13.531866,8.479815,10.003182,7.720776
AGAP5,0.603155,0.350545,1.086207,2.841854
AGAP6,14.215484,10.112604,10.414149,9.966688
AGAP7P,6.500986,7.770579,3.851959,3.857849
AGAP9,13.60764,0.0,6.420486,0.0
AGBL1,0.541453,0.650755,0.282977,0.638867
AGBL1-AS1,0.0,0.0,0.0,0.0
AGBL2,0.461106,0.304572,0.477215,0.148872
AGBL3,3.835473,3.663731,3.684004,5.049675
AGBL4,11.922468,12.173687,2.628855,11.088093
AGBL4-AS1,0.0,0.02323,0.0,0.185394
AGBL4-IT1,0.702415,0.695638,0.0,0.724243
AGBL5,23.993303,17.792109,25.020929,21.625174
AGBL5-AS1,0.729609,1.04766,0.0,0.0
AGER,3.301169,4.448656,7.775475,2.970137
AGFG1,21.961229,16.236288,18.123909,19.350498
AGFG2,20.239187,17.881783,26.206266,18.322794
AGGF1,34.208046,30.135714,31.64566,33.418053
AGK,34.271294,31.81752,15.174601,32.230476
AGK-DT,0.504737,0.656265,0.075774,0.961724
AGL,11.779536,8.549034,6.189152,10.797263
